sample,test.result.1,test.result.2,test.result.3,conformity
P28.W06,y,a,y,FALSE
P28.W07,y,a,y,FALSE
P28.W08,y,y,y,TRUE
P28.W09,y,y,y,TRUE
P28.W10,a,y,a,FALSE
P28.W11,y,y,y,TRUE
P28.W12,a,a,a,TRUE
P28.W13,y,y,y,TRUE
P28.W14,a,y,y,FALSE
P28.W15,y,y,y,TRUE
P28.W16,y,y,y,TRUE
P28.W17,y,y,a,FALSE
P28.W18,y,a,a,FALSE
P28.W19,y,a,y,FALSE
P28.W20,y,y,y,TRUE
P28.W21,y,y,y,TRUE
P28.W22,y,y,y,TRUE
P28.W23,y,a,y,FALSE
P28.W24,y,y,y,TRUE
P28.W25,y,y,a,FALSE
P28.W26,y,y,y,TRUE
P28.W27,y,y,y,TRUE
P28.W28,y,a,y,FALSE
P28.W29,y,y,y,TRUE
P28.W30,y,a,y,FALSE
P28.W31,y,y,y,TRUE
P28.W32,y,y,y,TRUE
P28.W33,y,y,a,FALSE
P28.W34,y,a,y,FALSE
P28.W35,y,y,y,TRUE
P28.W36,y,y,y,TRUE
P28.W37,y,a,a,FALSE
P28.W38,y,y,a,FALSE
P28.W39,y,y,y,TRUE
P28.W40,y,y,a,FALSE
P28.W41,y,y,y,TRUE
P28.W42,y,y,y,TRUE
P28.W43,y,y,y,TRUE
P28.W44,y,a,a,FALSE
P28.W45,y,a,a,FALSE
P28.W46,y,a,a,FALSE
P28.W47,y,a,y,FALSE
P28.W48,y,y,y,TRUE
P28.W49,y,y,y,TRUE
P28.W50,a,a,a,TRUE
P28.W51,y,y,y,TRUE
P28.W52,y,y,y,TRUE
P28.W53,y,y,y,TRUE
P28.W54,y,y,a,FALSE
P28.W55,y,y,y,TRUE
P28.W56,y,y,y,TRUE
P28.W57,y,y,y,TRUE
P28.W58,y,a,a,FALSE
P28.W59,y,y,y,TRUE
P28.W60,y,y,a,FALSE
P28.W61,a,y,y,FALSE
P28.W62,y,a,y,FALSE
P28.W63,y,y,y,TRUE
P28.W64,y,y,y,TRUE
P28.W65,y,y,y,TRUE
P28.W66,y,a,y,FALSE
P28.W67,a,a,y,FALSE
P28.W68,y,y,y,TRUE
P28.W69,y,a,a,FALSE
P28.W70,y,y,y,TRUE
P28.W71,a,a,a,TRUE
P28.W72,y,y,y,TRUE
P28.W73,y,y,y,TRUE
P28.W74,y,y,y,TRUE
P28.W75,y,y,y,TRUE
P28.W76,y,y,y,TRUE
P28.W77,a,y,y,FALSE
P28.W78,y,y,a,FALSE
P28.W79,y,y,a,FALSE
P28.W80,y,y,y,TRUE
P28.W81,y,y,y,TRUE
P28.W82,y,y,a,FALSE
P28.W83,y,y,y,TRUE
P28.W84,a,a,a,TRUE
P28.W85,y,a,y,FALSE
P28.W86,y,y,y,TRUE
P28.W88,y,a,y,FALSE
P28.W89,y,a,y,FALSE
P28.W90,y,y,y,TRUE
P28.W91,y,y,y,TRUE
P28.W92,a,a,y,FALSE
P28.W93,y,y,y,TRUE
P28.W94,y,y,y,TRUE
P28.W95,y,y,y,TRUE
P28.W96,y,a,y,FALSE
P29.W01,y,y,a,FALSE
P29.W02,y,y,y,TRUE
P29.W03,y,a,y,FALSE
P29.W04,y,y,y,TRUE
P29.W05,y,y,y,TRUE
P29.W06,y,a,y,FALSE
P29.W07,y,y,y,TRUE
P29.W08,y,y,y,TRUE
P29.W09,y,y,y,TRUE
P29.W10,y,a,a,FALSE
P29.W11,y,y,y,TRUE
P29.W12,y,y,y,TRUE
P29.W13,a,y,y,FALSE
P29.W14,y,y,y,TRUE
P29.W15,y,y,y,TRUE
P29.W16,y,y,y,TRUE
P29.W17,a,y,a,FALSE
P29.W18,y,a,a,FALSE
P29.W19,y,y,y,TRUE
P29.W20,y,y,y,TRUE
P29.W21,y,y,y,TRUE
P29.W22,y,y,y,TRUE
P29.W23,y,y,a,FALSE
P29.W24,y,y,y,TRUE
P29.W25,y,y,y,TRUE
P29.W26,y,y,y,TRUE
P29.W27,y,y,y,TRUE
P29.W28,a,y,a,FALSE
P29.W29,y,y,y,TRUE
P29.W30,y,y,y,TRUE
P29.W31,y,y,y,TRUE
P29.W32,y,y,a,FALSE
P29.W33,y,y,y,TRUE
P29.W34,y,y,y,TRUE
P29.W35,y,y,y,TRUE
P29.W36,y,y,y,TRUE
P29.W37,y,a,y,FALSE
P29.W38,y,y,y,TRUE
P29.W39,y,y,y,TRUE
P29.W40,y,y,y,TRUE
P29.W41,y,y,y,TRUE
P29.W42,y,y,y,TRUE
P29.W43,y,y,y,TRUE
P29.W44,y,y,y,TRUE
P29.W45,y,y,y,TRUE
P29.W46,y,y,y,TRUE
P29.W47,y,y,y,TRUE
P29.W48,y,y,y,TRUE
P29.W49,y,y,y,TRUE
P29.W50,a,a,y,FALSE
P29.W51,y,y,y,TRUE
P29.W52,y,y,y,TRUE
P29.W53,y,y,y,TRUE
P29.W54,y,y,y,TRUE
P29.W55,y,y,y,TRUE
P29.W56,y,y,y,TRUE
P29.W57,y,y,y,TRUE
P29.W58,y,y,y,TRUE
P29.W59,y,y,y,TRUE
P29.W60,y,y,y,TRUE
P29.W61,y,y,y,TRUE
P29.W62,y,y,y,TRUE
P29.W63,y,y,y,TRUE
P29.W64,y,y,y,TRUE
P29.W65,y,y,y,TRUE
P29.W66,y,y,y,TRUE
P29.W67,y,y,y,TRUE
P29.W68,y,y,y,TRUE
P29.W69,y,y,y,TRUE
P29.W70,y,y,y,TRUE
P29.W71,y,y,y,TRUE
P29.W72,y,y,a,FALSE
P29.W73,y,y,y,TRUE
P29.W74,y,y,y,TRUE
P29.W75,y,y,y,TRUE
P29.W76,y,y,y,TRUE
P29.W77,y,a,y,FALSE
P29.W78,y,y,y,TRUE
P29.W79,y,y,y,TRUE
P29.W80,y,y,y,TRUE
P29.W81,y,y,y,TRUE
P29.W82,y,y,y,TRUE
P29.W83,y,y,y,TRUE
P29.W84,a,a,a,TRUE
P29.W85,y,y,y,TRUE
P29.W86,y,y,y,TRUE
P29.W87,y,y,y,TRUE
P29.W88,y,y,y,TRUE
P29.W89,y,y,y,TRUE
P29.W90,y,y,y,TRUE
P29.W91,y,y,y,TRUE
P29.W92,y,y,y,TRUE
P29.W93,y,a,y,FALSE
P29.W94,a,a,a,TRUE
P29.W95,y,y,y,TRUE
P29.W96,y,y,y,TRUE
P30.W01,a,a,a,TRUE
P30.W02,a,a,a,TRUE
P30.W03,a,a,a,TRUE
P30.W04,n,n,n,TRUE
P30.W05,a,a,a,TRUE
P30.W06,n,a,a,FALSE
P30.W07,a,a,a,TRUE
P30.W08,a,a,a,TRUE
P30.W09,a,a,a,TRUE
P30.W10,n,a,a,FALSE
P30.W11,a,y,a,FALSE
P30.W12,a,a,n,FALSE
P30.W13,a,a,a,TRUE
P30.W14,a,a,a,TRUE
P30.W15,a,a,a,TRUE
P30.W16,a,a,a,TRUE
P30.W17,a,a,a,TRUE
P30.W18,a,a,a,TRUE
P30.W19,a,a,a,TRUE
P30.W20,a,a,a,TRUE
P30.W21,a,a,a,TRUE
P30.W22,a,a,a,TRUE
P30.W23,a,a,a,TRUE
P30.W24,a,a,a,TRUE
P30.W25,a,a,a,TRUE
P30.W26,a,a,a,TRUE
P30.W27,a,a,a,TRUE
P30.W28,a,a,a,TRUE
P30.W29,a,a,a,TRUE
P30.W30,a,a,a,TRUE
P30.W31,a,a,a,TRUE
P30.W32,y,a,a,FALSE
P30.W33,a,a,a,TRUE
P30.W34,a,a,a,TRUE
P30.W35,y,a,a,FALSE
P30.W36,a,a,a,TRUE
P30.W37,a,a,a,TRUE
P30.W38,a,a,a,TRUE
P30.W39,a,a,a,TRUE
P30.W40,a,a,a,TRUE
P30.W41,a,a,a,TRUE
P30.W42,a,a,a,TRUE
P30.W43,a,y,a,FALSE
P30.W44,a,a,a,TRUE
P30.W45,n,a,a,FALSE
P30.W46,a,a,a,TRUE
P30.W47,a,a,a,TRUE
P30.W48,a,a,a,TRUE
P30.W49,a,a,a,TRUE
P30.W50,a,a,a,TRUE
P30.W51,n,n,a,FALSE
P30.W52,y,a,a,FALSE
P30.W53,a,a,a,TRUE
P30.W54,a,a,a,TRUE
P30.W55,y,a,a,FALSE
P30.W56,a,a,a,TRUE
P30.W57,a,a,a,TRUE
P30.W58,a,a,a,TRUE
P30.W59,a,a,a,TRUE
P30.W60,a,a,a,TRUE
P30.W61,n,n,n,TRUE
P30.W62,a,a,a,TRUE
P30.W63,a,a,a,TRUE
P30.W64,a,a,a,TRUE
P30.W65,a,a,a,TRUE
P30.W66,y,a,a,FALSE
P30.W67,n,a,a,FALSE
P30.W68,a,a,a,TRUE
P30.W69,a,a,a,TRUE
P30.W70,a,a,a,TRUE
P30.W71,a,a,a,TRUE
P30.W72,a,a,a,TRUE
P30.W73,y,a,a,FALSE
P30.W74,a,a,a,TRUE
P30.W75,a,a,a,TRUE
P30.W76,a,a,a,TRUE
P30.W77,n,a,n,FALSE
P30.W78,a,a,a,TRUE
P30.W79,a,a,a,TRUE
P30.W80,a,a,a,TRUE
P30.W81,a,a,a,TRUE
P30.W82,a,a,a,TRUE
P30.W83,a,a,a,TRUE
P30.W84,n,a,a,FALSE
P30.W85,a,n,a,FALSE
P30.W86,a,a,a,TRUE
P30.W87,a,a,a,TRUE
P30.W88,a,a,a,TRUE
P30.W89,a,a,a,TRUE
P30.W90,a,a,a,TRUE
P30.W91,a,a,a,TRUE
P30.W92,a,a,a,TRUE
P30.W93,a,a,a,TRUE
P30.W95,a,a,a,TRUE
P30.W96,a,a,a,TRUE
P31.W01,y,a,a,FALSE
P31.W02,y,a,a,FALSE
P31.W03,a,a,a,TRUE
P31.W04,a,a,y,FALSE
P31.W05,y,a,y,FALSE
P31.W06,a,a,a,TRUE
P31.W07,y,a,y,FALSE
P31.W08,y,y,y,TRUE
P31.W09,y,y,y,TRUE
P31.W10,a,y,a,FALSE
P31.W11,y,y,y,TRUE
P31.W12,y,a,a,FALSE
P31.W13,y,y,y,TRUE
P31.W14,y,y,y,TRUE
P31.W15,y,y,y,TRUE
P31.W16,y,y,y,TRUE
P31.W17,y,a,a,FALSE
P31.W18,a,y,a,FALSE
P31.W19,y,y,y,TRUE
P31.W20,y,y,y,TRUE
P31.W21,y,y,a,FALSE
P31.W22,y,y,y,TRUE
P31.W23,y,y,a,FALSE
P31.W24,y,y,y,TRUE
P31.W25,y,y,y,TRUE
P31.W26,y,a,y,FALSE
P31.W27,y,y,y,TRUE
P31.W28,a,y,a,FALSE
P31.W29,y,y,y,TRUE
P31.W30,y,y,y,TRUE
P31.W31,y,y,y,TRUE
P31.W32,y,y,y,TRUE
P31.W33,y,a,y,FALSE
P31.W34,y,a,a,FALSE
P31.W35,y,a,y,FALSE
P31.W36,y,y,y,TRUE
P31.W37,y,a,y,FALSE
P31.W38,y,a,y,FALSE
P31.W39,y,y,y,TRUE
P31.W40,y,y,y,TRUE
P31.W41,y,y,y,TRUE
P31.W42,y,y,y,TRUE
P31.W43,y,y,y,TRUE
P31.W44,y,y,y,TRUE
P31.W45,y,y,y,TRUE
P31.W46,y,y,a,FALSE
P31.W47,y,y,y,TRUE
P31.W48,y,y,y,TRUE
P31.W49,y,y,y,TRUE
P31.W50,a,a,a,TRUE
P31.W52,y,y,y,TRUE
P31.W53,y,y,y,TRUE
P31.W54,y,y,y,TRUE
P31.W55,y,y,y,TRUE
P31.W56,y,y,y,TRUE
P31.W57,y,y,y,TRUE
P31.W58,y,a,y,FALSE
P31.W59,y,y,y,TRUE
P31.W60,y,y,y,TRUE
P31.W61,y,a,y,FALSE
P31.W62,a,y,a,FALSE
P31.W63,y,y,a,FALSE
P31.W64,y,a,y,FALSE
P31.W65,y,a,y,FALSE
P31.W66,y,y,y,TRUE
P31.W67,y,y,y,TRUE
P31.W68,y,y,y,TRUE
P31.W69,y,y,y,TRUE
P31.W70,y,y,a,FALSE
P31.W71,y,y,y,TRUE
P31.W72,y,y,y,TRUE
P31.W73,y,y,y,TRUE
P31.W74,y,y,y,TRUE
P31.W75,y,a,y,FALSE
P31.W76,y,y,y,TRUE
P31.W77,y,a,a,FALSE
P31.W78,y,y,y,TRUE
P31.W79,y,y,y,TRUE
P31.W80,y,y,y,TRUE
P31.W81,y,y,y,TRUE
P31.W82,y,y,a,FALSE
P31.W83,y,y,a,FALSE
P31.W84,a,a,a,TRUE
P31.W85,y,a,y,FALSE
P31.W86,y,y,y,TRUE
P31.W87,y,y,y,TRUE
P31.W88,y,y,y,TRUE
P31.W89,y,y,y,TRUE
P31.W90,y,y,y,TRUE
P31.W91,y,y,y,TRUE
P31.W92,y,a,a,FALSE
P31.W93,y,y,a,FALSE
P31.W94,y,y,y,TRUE
P31.W95,y,y,y,TRUE
P31.W96,y,y,y,TRUE
P32.W01,y,y,y,TRUE
P32.W02,y,y,y,TRUE
P32.W03,y,a,a,FALSE
P32.W04,y,y,y,TRUE
P32.W05,y,a,y,FALSE
P32.W06,a,a,y,FALSE
P32.W07,y,y,y,TRUE
P32.W08,y,y,y,TRUE
P32.W09,y,y,y,TRUE
P32.W10,y,a,y,FALSE
P32.W11,y,y,y,TRUE
P32.W12,y,y,y,TRUE
P32.W13,y,y,a,FALSE
P32.W14,y,y,y,TRUE
P32.W15,y,y,y,TRUE
P32.W16,y,y,y,TRUE
P32.W17,a,a,a,TRUE
P32.W18,a,y,y,FALSE
P32.W19,y,y,y,TRUE
P32.W20,y,y,y,TRUE
P32.W21,y,y,y,TRUE
P32.W22,y,y,y,TRUE
P32.W23,y,y,y,TRUE
P32.W24,y,y,y,TRUE
P32.W25,y,y,y,TRUE
P32.W26,y,y,y,TRUE
P32.W27,y,y,y,TRUE
P32.W28,y,y,y,TRUE
P32.W29,y,y,y,TRUE
P32.W30,y,y,y,TRUE
P32.W31,y,y,y,TRUE
P32.W32,y,y,y,TRUE
P32.W33,y,y,y,TRUE
P32.W34,y,y,y,TRUE
P32.W35,y,y,y,TRUE
P32.W36,y,y,a,FALSE
P32.W37,y,y,y,TRUE
P32.W38,y,y,y,TRUE
P32.W39,y,y,y,TRUE
P32.W40,y,y,y,TRUE
P32.W41,y,y,y,TRUE
P32.W42,y,y,y,TRUE
P32.W43,y,y,y,TRUE
P32.W44,y,y,y,TRUE
P32.W45,y,y,y,TRUE
P32.W46,a,y,y,FALSE
P32.W47,y,y,y,TRUE
P32.W48,y,y,y,TRUE
P32.W49,y,y,y,TRUE
P32.W50,a,y,y,FALSE
P32.W52,y,y,y,TRUE
P32.W53,y,y,y,TRUE
P32.W54,y,y,y,TRUE
P32.W55,y,y,y,TRUE
P32.W56,y,y,y,TRUE
P32.W57,y,y,y,TRUE
P32.W58,y,y,y,TRUE
P32.W59,y,y,y,TRUE
P32.W60,y,y,y,TRUE
P32.W61,y,y,y,TRUE
P32.W62,y,y,y,TRUE
P32.W63,y,y,y,TRUE
P32.W64,y,y,y,TRUE
P32.W65,y,y,y,TRUE
P32.W66,y,y,y,TRUE
P32.W67,y,y,y,TRUE
P32.W68,y,y,y,TRUE
P32.W69,y,y,y,TRUE
P32.W70,y,y,y,TRUE
P32.W71,y,y,y,TRUE
P32.W72,y,y,y,TRUE
P32.W73,y,y,a,FALSE
P32.W74,y,y,y,TRUE
P32.W76,y,y,a,FALSE
P32.W77,y,y,a,FALSE
P32.W78,y,y,y,TRUE
P32.W79,y,y,y,TRUE
P32.W80,y,y,y,TRUE
P32.W81,y,y,y,TRUE
P32.W82,y,y,y,TRUE
P32.W83,y,y,y,TRUE
P32.W84,a,a,a,TRUE
P32.W85,y,y,y,TRUE
P32.W86,y,y,y,TRUE
P32.W87,y,y,y,TRUE
P32.W88,y,y,y,TRUE
P32.W89,y,y,y,TRUE
P32.W90,y,y,y,TRUE
P32.W91,y,y,y,TRUE
P32.W92,y,y,y,TRUE
P32.W93,y,y,y,TRUE
P32.W95,y,y,y,TRUE
P32.W96,y,y,y,TRUE
P33.W01,y,a,y,FALSE
P33.W02,a,a,a,TRUE
P33.W03,y,a,a,FALSE
P33.W04,a,a,a,TRUE
P33.W05,y,a,a,FALSE
P33.W06,a,a,a,TRUE
P33.W07,a,a,a,TRUE
P33.W08,y,y,a,FALSE
P33.W09,y,y,y,TRUE
P33.W10,a,a,a,TRUE
P33.W11,y,y,y,TRUE
P33.W12,y,a,a,FALSE
P33.W13,y,a,a,FALSE
P33.W14,a,a,a,TRUE
P33.W15,a,a,a,TRUE
P33.W16,a,a,a,TRUE
P33.W17,a,a,a,TRUE
P33.W18,a,a,a,TRUE
P33.W19,y,y,a,FALSE
P33.W20,y,y,y,TRUE
P33.W21,y,a,y,FALSE
P33.W22,y,a,a,FALSE
P33.W23,y,a,a,FALSE
P33.W24,y,a,a,FALSE
P33.W25,y,a,a,FALSE
P33.W26,a,y,a,FALSE
P33.W27,y,a,a,FALSE
P33.W28,y,a,y,FALSE
P33.W29,y,y,y,TRUE
P33.W30,y,a,a,FALSE
P33.W31,y,y,a,FALSE
P33.W32,y,y,a,FALSE
P33.W33,y,a,a,FALSE
P33.W34,y,y,y,TRUE
P33.W35,y,a,a,FALSE
P33.W36,y,a,y,FALSE
P33.W37,y,a,a,FALSE
P33.W38,a,a,a,TRUE
P33.W39,y,a,a,FALSE
P33.W40,y,a,a,FALSE
P33.W41,a,a,a,TRUE
P33.W42,y,y,y,TRUE
P33.W43,y,a,y,FALSE
P33.W44,a,a,a,TRUE
P33.W45,a,a,y,FALSE
P33.W46,y,a,a,FALSE
P33.W47,a,a,a,TRUE
P33.W48,y,a,y,FALSE
P33.W49,y,a,a,FALSE
P33.W50,a,a,a,TRUE
P33.W51,y,a,a,FALSE
P33.W52,a,a,a,TRUE
P33.W53,y,a,a,FALSE
P33.W54,y,a,a,FALSE
P33.W55,y,y,a,FALSE
P33.W56,a,y,y,FALSE
P33.W57,y,y,y,TRUE
P33.W58,a,a,a,TRUE
P33.W59,y,y,y,TRUE
P33.W60,y,a,y,FALSE
P33.W61,a,a,a,TRUE
P33.W62,a,a,a,TRUE
P33.W63,y,a,a,FALSE
P33.W64,y,a,y,FALSE
P33.W65,a,y,y,FALSE
P33.W66,y,y,y,TRUE
P33.W67,y,a,a,FALSE
P33.W68,y,a,a,FALSE
P33.W69,a,a,a,TRUE
P33.W70,y,a,a,FALSE
P33.W71,a,a,a,TRUE
P33.W72,y,a,y,FALSE
P33.W73,y,y,y,TRUE
P33.W74,y,a,a,FALSE
P33.W75,y,y,a,FALSE
P33.W76,y,a,a,FALSE
P33.W77,y,a,a,FALSE
P33.W78,a,a,a,TRUE
P33.W79,y,a,a,FALSE
P33.W80,y,y,y,TRUE
P33.W81,y,y,a,FALSE
P33.W82,y,a,a,FALSE
P33.W83,a,a,y,FALSE
P33.W84,a,a,a,TRUE
P33.W85,a,a,a,TRUE
P33.W86,a,y,a,FALSE
P33.W87,n,n,n,TRUE
P33.W88,y,a,a,FALSE
P33.W89,y,a,y,FALSE
P33.W90,y,y,y,TRUE
P33.W91,a,a,a,TRUE
P33.W92,y,a,a,FALSE
P33.W93,a,a,a,TRUE
P33.W94,y,y,a,FALSE
P33.W95,y,y,a,FALSE
P33.W96,y,y,a,FALSE
P34.W01,y,y,y,TRUE
P34.W02,a,y,y,FALSE
P34.W03,a,a,a,TRUE
P34.W04,y,y,y,TRUE
P34.W05,y,a,a,FALSE
P34.W06,y,y,y,TRUE
P34.W07,y,y,y,TRUE
P34.W08,y,y,y,TRUE
P34.W09,y,y,y,TRUE
P34.W10,a,y,y,FALSE
P34.W11,y,y,y,TRUE
P34.W12,a,a,a,TRUE
P34.W13,y,y,y,TRUE
P34.W14,y,y,y,TRUE
P34.W15,y,y,y,TRUE
P34.W16,y,y,y,TRUE
P34.W17,a,a,a,TRUE
P34.W18,a,a,a,TRUE
P34.W19,y,y,y,TRUE
P34.W20,y,y,y,TRUE
P34.W21,y,y,y,TRUE
P34.W22,y,y,y,TRUE
P34.W23,y,y,y,TRUE
P34.W24,y,y,y,TRUE
P34.W25,y,a,y,FALSE
P34.W26,y,y,y,TRUE
P34.W27,y,y,y,TRUE
P34.W28,y,y,y,TRUE
P34.W29,y,y,y,TRUE
P34.W30,y,y,y,TRUE
P34.W31,y,y,y,TRUE
P34.W32,y,y,y,TRUE
P34.W33,y,y,y,TRUE
P34.W34,y,y,y,TRUE
P34.W35,y,y,y,TRUE
P34.W36,y,y,y,TRUE
P34.W37,y,y,y,TRUE
P34.W38,y,y,y,TRUE
P34.W39,y,y,y,TRUE
P34.W40,y,y,y,TRUE
P34.W41,y,y,y,TRUE
P34.W42,y,y,y,TRUE
P34.W43,y,y,y,TRUE
P34.W44,y,y,y,TRUE
P34.W45,y,y,a,FALSE
P34.W46,y,a,y,FALSE
P34.W47,y,y,y,TRUE
P34.W48,y,y,y,TRUE
P34.W49,y,y,y,TRUE
P34.W50,y,y,y,TRUE
P34.W51,y,y,y,TRUE
P34.W52,y,y,y,TRUE
P34.W53,y,y,y,TRUE
P34.W54,y,y,y,TRUE
P34.W55,y,y,y,TRUE
P34.W56,y,y,y,TRUE
P34.W57,y,y,y,TRUE
P34.W58,y,y,y,TRUE
P34.W59,y,y,y,TRUE
P34.W60,y,y,y,TRUE
P34.W61,y,y,a,FALSE
P34.W62,y,y,y,TRUE
P34.W63,y,y,y,TRUE
P34.W64,y,y,y,TRUE
P34.W65,y,y,y,TRUE
P34.W66,y,y,y,TRUE
P34.W67,y,y,y,TRUE
P34.W68,y,y,y,TRUE
P34.W69,y,y,a,FALSE
P34.W70,y,y,y,TRUE
P34.W71,y,y,a,FALSE
P34.W72,y,y,y,TRUE
P34.W73,y,y,y,TRUE
P34.W74,y,y,y,TRUE
P34.W76,y,y,y,TRUE
P34.W77,y,y,y,TRUE
P34.W78,y,y,y,TRUE
P34.W79,y,y,y,TRUE
P34.W80,y,y,y,TRUE
P34.W81,y,y,y,TRUE
P34.W82,y,y,y,TRUE
P34.W83,y,y,y,TRUE
P34.W84,n,a,a,FALSE
P34.W85,y,y,y,TRUE
P34.W86,y,y,y,TRUE
P34.W88,y,y,y,TRUE
P34.W89,y,y,y,TRUE
P34.W90,y,y,y,TRUE
P34.W91,y,y,y,TRUE
P34.W92,y,y,y,TRUE
P34.W93,y,y,y,TRUE
P34.W94,y,y,y,TRUE
P34.W95,y,y,y,TRUE
P34.W96,y,y,y,TRUE
P35.W01,y,a,a,FALSE
P35.W02,a,a,y,FALSE
P35.W03,y,a,a,FALSE
P35.W04,y,a,a,FALSE
P35.W05,y,y,y,TRUE
P35.W06,y,y,y,TRUE
P35.W07,y,a,a,FALSE
P35.W08,y,y,y,TRUE
P35.W09,y,y,y,TRUE
P35.W10,y,y,a,FALSE
P35.W11,y,y,y,TRUE
P35.W12,n,n,n,TRUE
P35.W13,y,a,a,FALSE
P35.W14,y,y,y,TRUE
P35.W15,y,y,a,FALSE
P35.W16,y,y,y,TRUE
P35.W17,y,a,y,FALSE
P35.W18,a,a,y,FALSE
P35.W19,y,y,y,TRUE
P35.W20,y,y,y,TRUE
P35.W21,y,y,y,TRUE
P35.W22,y,y,y,TRUE
P35.W23,y,y,y,TRUE
P35.W24,y,y,y,TRUE
P35.W25,y,y,y,TRUE
P35.W26,y,y,a,FALSE
P35.W27,y,y,a,FALSE
P35.W28,y,y,y,TRUE
P35.W29,y,y,y,TRUE
P35.W30,a,a,a,TRUE
P35.W31,y,y,y,TRUE
P35.W32,y,y,y,TRUE
P35.W33,y,y,y,TRUE
P35.W34,y,y,y,TRUE
P35.W35,y,y,y,TRUE
P35.W36,y,y,y,TRUE
P35.W37,y,a,a,FALSE
P35.W38,y,y,a,FALSE
P35.W39,y,y,a,FALSE
P35.W40,y,y,y,TRUE
P35.W41,y,y,y,TRUE
P35.W42,y,y,y,TRUE
P35.W43,y,a,a,FALSE
P35.W44,y,a,a,FALSE
P35.W45,y,y,y,TRUE
P35.W46,y,a,a,FALSE
P35.W47,y,y,y,TRUE
P35.W48,y,y,a,FALSE
P35.W49,y,y,a,FALSE
P35.W50,y,y,a,FALSE
P35.W51,y,y,y,TRUE
P35.W52,y,y,y,TRUE
P35.W53,y,y,a,FALSE
P35.W54,y,y,y,TRUE
P35.W55,y,y,y,TRUE
P35.W56,y,y,y,TRUE
P35.W57,y,y,y,TRUE
P35.W58,y,y,a,FALSE
P35.W59,y,y,a,FALSE
P35.W60,y,y,y,TRUE
P35.W61,y,a,a,FALSE
P35.W62,y,a,a,FALSE
P35.W63,a,y,a,FALSE
P35.W64,y,y,a,FALSE
P35.W65,y,y,y,TRUE
P35.W66,y,y,y,TRUE
P35.W67,y,y,a,FALSE
P35.W68,y,y,y,TRUE
P35.W69,y,y,a,FALSE
P35.W70,y,y,y,TRUE
P35.W71,y,a,a,FALSE
P35.W72,y,y,a,FALSE
P35.W73,y,y,y,TRUE
P35.W74,y,y,y,TRUE
P35.W75,a,a,a,TRUE
P35.W76,y,y,y,TRUE
P35.W77,y,y,a,FALSE
P35.W78,y,y,a,FALSE
P35.W79,y,y,y,TRUE
P35.W80,y,y,y,TRUE
P35.W81,y,y,y,TRUE
P35.W82,y,y,y,TRUE
P35.W83,y,y,a,FALSE
P35.W84,a,a,a,TRUE
P35.W85,y,a,a,FALSE
P35.W86,y,a,y,FALSE
P35.W87,n,n,a,FALSE
P35.W88,y,a,a,FALSE
P35.W89,y,y,y,TRUE
P35.W90,y,y,y,TRUE
P35.W91,y,y,y,TRUE
P35.W92,y,a,y,FALSE
P35.W93,y,y,y,TRUE
P35.W94,y,y,y,TRUE
P35.W95,y,y,y,TRUE
P35.W96,y,y,y,TRUE
P36.W01,a,a,a,TRUE
P36.W02,a,a,a,TRUE
P36.W03,a,n,a,FALSE
P36.W04,n,n,n,TRUE
P36.W05,y,y,a,FALSE
P36.W06,a,a,a,TRUE
P36.W07,a,y,a,FALSE
P36.W08,y,a,a,FALSE
P36.W09,y,a,a,FALSE
P36.W10,a,a,a,TRUE
P36.W11,y,a,y,FALSE
P36.W12,n,n,n,TRUE
P36.W13,y,a,a,FALSE
P36.W14,a,a,a,TRUE
P36.W15,y,a,a,FALSE
P36.W16,a,a,a,TRUE
P36.W17,y,a,y,FALSE
P36.W18,a,a,a,TRUE
P36.W19,y,a,a,FALSE
P36.W20,y,y,a,FALSE
P36.W21,y,a,a,FALSE
P36.W22,y,a,a,FALSE
P36.W23,a,a,a,TRUE
P36.W24,a,a,a,TRUE
P36.W25,y,a,a,FALSE
P36.W26,a,a,a,TRUE
P36.W27,a,a,a,TRUE
P36.W28,y,a,a,FALSE
P36.W29,y,a,a,FALSE
P36.W30,a,a,a,TRUE
P36.W31,y,y,a,FALSE
P36.W32,y,y,a,FALSE
P36.W33,a,y,a,FALSE
P36.W34,y,a,y,FALSE
P36.W35,y,a,a,FALSE
P36.W36,a,a,a,TRUE
P36.W37,a,a,a,TRUE
P36.W38,a,a,a,TRUE
P36.W39,a,a,a,TRUE
P36.W40,y,a,a,FALSE
P36.W41,a,y,a,FALSE
P36.W42,a,a,a,TRUE
P36.W43,a,y,a,FALSE
P36.W44,y,a,y,FALSE
P36.W45,y,a,a,FALSE
P36.W46,y,a,a,FALSE
P36.W47,a,a,y,FALSE
P36.W48,y,a,a,FALSE
P36.W49,a,a,a,TRUE
P36.W50,a,a,a,TRUE
P36.W51,a,a,a,TRUE
P36.W52,y,a,a,FALSE
P36.W53,y,a,a,FALSE
P36.W54,a,a,a,TRUE
P36.W55,y,y,y,TRUE
P36.W56,a,y,a,FALSE
P36.W57,a,a,y,FALSE
P36.W58,a,a,a,TRUE
P36.W59,a,a,a,TRUE
P36.W60,y,a,a,FALSE
P36.W61,a,a,a,TRUE
P36.W62,a,a,a,TRUE
P36.W63,a,a,a,TRUE
P36.W64,a,a,a,TRUE
P36.W65,y,a,a,FALSE
P36.W66,y,y,a,FALSE
P36.W67,a,a,a,TRUE
